,source,text,message,sex,decent,moral,person
27,https://vk.com/degradination?w=wall-39439883_3992936,"Новость от 29 мая, но полный текст указа опубликовали только сейчас, до этого инфа не была подтверждена

Итак, почему это хорошая новость для всего мира? Как вы могли заметить цензура в интернете набирает обороты. И я не говорю о цензуре со стороны государства, эта капля в море, и, зачастую, государства цензурируют на самом деле опасную и вредную информацию, вроде ЦП или вербовщиков в террористические организации. 

Я говорю о другой цензуре: цензуре от самих компаний. Твиттер, фейсбук, ютуб банят пользователей и контент криэйтеров, которые им просто не нравятся, вроде праваков. Вопрос не в том нравятся ли вам праваки, вопрос в свободе слова. Раньше компании прикрывались 230 разделом о соблюдении пристойности в интернете, типо они обязаны удалять контент и банить, иначе их накажут. Но, очевидно, что это была отмаза. Теперь этой отмазы не будет и это первый шаг к тому, чтобы распространить на компании Первую Поправку. Т.е. монополисты информационной сферы больше не смогут создавать угодную им повесточку путем бана всех, кто им не нравится. 

Это первый шаг на пути, чтобы, перефразируя классику, Сделать Интернет Великим Снова.",Закон может Байден отменить,male,decent,moral,imperson
28,https://vk.com/degradination?w=wall-39439883_3992936,"Новость от 29 мая, но полный текст указа опубликовали только сейчас, до этого инфа не была подтверждена

Итак, почему это хорошая новость для всего мира? Как вы могли заметить цензура в интернете набирает обороты. И я не говорю о цензуре со стороны государства, эта капля в море, и, зачастую, государства цензурируют на самом деле опасную и вредную информацию, вроде ЦП или вербовщиков в террористические организации. 

Я говорю о другой цензуре: цензуре от самих компаний. Твиттер, фейсбук, ютуб банят пользователей и контент криэйтеров, которые им просто не нравятся, вроде праваков. Вопрос не в том нравятся ли вам праваки, вопрос в свободе слова. Раньше компании прикрывались 230 разделом о соблюдении пристойности в интернете, типо они обязаны удалять контент и банить, иначе их накажут. Но, очевидно, что это была отмаза. Теперь этой отмазы не будет и это первый шаг к тому, чтобы распространить на компании Первую Поправку. Т.е. монополисты информационной сферы больше не смогут создавать угодную им повесточку путем бана всех, кто им не нравится. 

Это первый шаг на пути, чтобы, перефразируя классику, Сделать Интернет Великим Снова.",то есть чморить всяких уродов теперь можно будет не только в рунете. отличная новость),female,decent,immoral,imperson
29,https://vk.com/degradination?w=wall-39439883_3992936,"Новость от 29 мая, но полный текст указа опубликовали только сейчас, до этого инфа не была подтверждена

Итак, почему это хорошая новость для всего мира? Как вы могли заметить цензура в интернете набирает обороты. И я не говорю о цензуре со стороны государства, эта капля в море, и, зачастую, государства цензурируют на самом деле опасную и вредную информацию, вроде ЦП или вербовщиков в террористические организации. 

Я говорю о другой цензуре: цензуре от самих компаний. Твиттер, фейсбук, ютуб банят пользователей и контент криэйтеров, которые им просто не нравятся, вроде праваков. Вопрос не в том нравятся ли вам праваки, вопрос в свободе слова. Раньше компании прикрывались 230 разделом о соблюдении пристойности в интернете, типо они обязаны удалять контент и банить, иначе их накажут. Но, очевидно, что это была отмаза. Теперь этой отмазы не будет и это первый шаг к тому, чтобы распространить на компании Первую Поправку. Т.е. монополисты информационной сферы больше не смогут создавать угодную им повесточку путем бана всех, кто им не нравится. 

Это первый шаг на пути, чтобы, перефразируя классику, Сделать Интернет Великим Снова.","В России, чтобы надавить на ресурс, вводят ограничения
В США их снимают. 
Мда...",male,decent,moral,imperson
30,https://vk.com/degradination?w=wall-39439883_3992936,"Новость от 29 мая, но полный текст указа опубликовали только сейчас, до этого инфа не была подтверждена

Итак, почему это хорошая новость для всего мира? Как вы могли заметить цензура в интернете набирает обороты. И я не говорю о цензуре со стороны государства, эта капля в море, и, зачастую, государства цензурируют на самом деле опасную и вредную информацию, вроде ЦП или вербовщиков в террористические организации. 

Я говорю о другой цензуре: цензуре от самих компаний. Твиттер, фейсбук, ютуб банят пользователей и контент криэйтеров, которые им просто не нравятся, вроде праваков. Вопрос не в том нравятся ли вам праваки, вопрос в свободе слова. Раньше компании прикрывались 230 разделом о соблюдении пристойности в интернете, типо они обязаны удалять контент и банить, иначе их накажут. Но, очевидно, что это была отмаза. Теперь этой отмазы не будет и это первый шаг к тому, чтобы распространить на компании Первую Поправку. Т.е. монополисты информационной сферы больше не смогут создавать угодную им повесточку путем бана всех, кто им не нравится. 

Это первый шаг на пути, чтобы, перефразируя классику, Сделать Интернет Великим Снова.",Прав...фейкометы должны отвечать....,male,decent,moral,imperson
31,https://vk.com/degradination?w=wall-39439883_3992936,"Новость от 29 мая, но полный текст указа опубликовали только сейчас, до этого инфа не была подтверждена

Итак, почему это хорошая новость для всего мира? Как вы могли заметить цензура в интернете набирает обороты. И я не говорю о цензуре со стороны государства, эта капля в море, и, зачастую, государства цензурируют на самом деле опасную и вредную информацию, вроде ЦП или вербовщиков в террористические организации. 

Я говорю о другой цензуре: цензуре от самих компаний. Твиттер, фейсбук, ютуб банят пользователей и контент криэйтеров, которые им просто не нравятся, вроде праваков. Вопрос не в том нравятся ли вам праваки, вопрос в свободе слова. Раньше компании прикрывались 230 разделом о соблюдении пристойности в интернете, типо они обязаны удалять контент и банить, иначе их накажут. Но, очевидно, что это была отмаза. Теперь этой отмазы не будет и это первый шаг к тому, чтобы распространить на компании Первую Поправку. Т.е. монополисты информационной сферы больше не смогут создавать угодную им повесточку путем бана всех, кто им не нравится. 

Это первый шаг на пути, чтобы, перефразируя классику, Сделать Интернет Великим Снова.","Э, а как же свобода слова? Фуууу!",female,decent,moral,imperson
32,https://vk.com/degradination?w=wall-39439883_3992936,"Новость от 29 мая, но полный текст указа опубликовали только сейчас, до этого инфа не была подтверждена

Итак, почему это хорошая новость для всего мира? Как вы могли заметить цензура в интернете набирает обороты. И я не говорю о цензуре со стороны государства, эта капля в море, и, зачастую, государства цензурируют на самом деле опасную и вредную информацию, вроде ЦП или вербовщиков в террористические организации. 

Я говорю о другой цензуре: цензуре от самих компаний. Твиттер, фейсбук, ютуб банят пользователей и контент криэйтеров, которые им просто не нравятся, вроде праваков. Вопрос не в том нравятся ли вам праваки, вопрос в свободе слова. Раньше компании прикрывались 230 разделом о соблюдении пристойности в интернете, типо они обязаны удалять контент и банить, иначе их накажут. Но, очевидно, что это была отмаза. Теперь этой отмазы не будет и это первый шаг к тому, чтобы распространить на компании Первую Поправку. Т.е. монополисты информационной сферы больше не смогут создавать угодную им повесточку путем бана всех, кто им не нравится. 

Это первый шаг на пути, чтобы, перефразируя классику, Сделать Интернет Великим Снова.","И правильно..
И в России давно пора...столько ботов.мрази.блягеров заказных...и прочей сволоты...",male,decent,immoral,imperson
33,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,Данная фраза является оскарблением для всех животных,male,decent,moral,imperson
34,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,война была равна,male,decent,moral,imperson
35,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,Каждая фраза Понасенкова как удар по ебалу псам гнусного режима,male,obscene,immoral,imperson
36,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,Пусть они на дуэль выйдут.,male,decent,moral,imperson
37,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,"Пудель стал путинским одуваном?
Вот это поворот",male,decent,immoral,imperson
38,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,"одуван же всегда за либерализем был, чтой то его в путинойды записали, или это с обидки?",male,decent,immoral,imperson
39,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,"Сегодня ты агришься на Понасенкова, а завтра тебя арестовывают за убийство и расчленёнку. Варламов, я тебя не люблю, но будь осторожен.",male,decent,moral,imperson
40,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,"Встретились два одиночества...Искра, буря, безумие",male,decent,moral,imperson
41,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,"Тут конечно говно и моча борятся, но почему действительно два персонажа, которые достаточно много сидят в интернете, вдруг открывают для себя Понасенкова и оба начинают на него нападать. Неужели Маэстро раскусил обеих прокремлевских букашек?",male,decent,immoral,imperson
42,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,Норм у них разделение это как у ауешников петухом кого то назвать ),male,decent,moral,imperson
43,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,Раздавил букашку! Евгениальная победа!,male,decent,moral,imperson
44,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,Что эта дешёвка себе позволяет?,male,decent,moral,imperson
45,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,"Ждём, когда Варламова поймают с какой-нибудь жутью. С Маэстро шутки плохи.",male,decent,moral,imperson
46,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,Жабу и гадюку вспомнили уже? :)),male,decent,moral,imperson
47,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,"Дошутились вы в вашим ""ЕвГЕНИЕМ"" и ""Маэстро"", если честно. Многие уже на серьезных щщах пациента восхваляют. Постирония губит неокрепшие сердца.",male,decent,moral,imperson
48,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,бля а у него внатуре фанаты есть? я думал преклонение перед ним - всероссийский троллинг,male,obscene,moral,imperson
49,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,Ответ убил,male,decent,moral,imperson
50,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,Любовница Варламова уже напряглась,male,decent,moral,imperson
51,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,*насекомых,male,decent,moral,imperson
52,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,"Ну Маэстро тут реально красавчик — размазал и уничтожил дешёвку как букашку.) Ибо этот чмырь с мандавошками на голове реально заслуживпет публичного опускания.
Преклоняюсь перед его Евгениальной Лучезарностью и Блистательностью.)
А про сено проиграл отдельно.)😆",male,obscene,immoral,imperson
53,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,"Пффф, ОТКАЗАЛ. Клоун ебаный😂😂😂",male,obscene,immoral,imperson
54,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,"Только в твиторе, лучшее аниме кроссоверы века!",male,decent,moral,imperson
55,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,😁😁😁,male,decent,moral,imperson
56,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,"Тiкай з плонеты, Одуван. Тобi пэзда.",male,obscene,moral,imperson
0,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,Не знал что Варламов Кремлебот/,male,decent,immoral,imperson
58,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,Переиграл и уничтожил,male,decent,moral,imperson
59,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,А второй кто?,male,decent,moral,imperson
60,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,"Браво, маэстро, это просто евгениально",male,decent,moral,imperson
61,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,"Почему курицына так не форсили в своё время? Такой же фрик-пиздабол, но чёт никто им не восхищался",male,obscene,immoral,imperson
62,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,Какой же идиот это чсвшный ПОНОСенков,male,decent,immoral,imperson
63,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,Вы думаете он вас не уничтожит? Он уничтожит.,male,decent,moral,imperson
64,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,"Шутки шутками, а два этих прикормленных властью создания одновременно начали на Понасёнкова наезжать",male,decent,moral,imperson
65,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,Говно с мочёй пиздится,male,obscene,immoral,imperson
66,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,Маэстро как всегда прекрасен,male,decent,moral,imperson
67,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,Кто все эти люди?,male,decent,moral,imperson
68,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,"А панчи у него убойные, не отнять",male,decent,moral,imperson
69,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,"Ебала жаба гадюку, канешн",male,obscene,moral,imperson
70,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,"Редкий случай, когда Варламов и Лебедев единодушны в оценке сабжа",male,decent,moral,imperson
71,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,букашки офигели вякать на маэстро,male,decent,moral,imperson
72,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,В палате Номер 6 опять не спокойно? Вызывайте санитаров.,male,decent,moral,imperson
73,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,Эм... а каким местом Варламов - путинский блогер? Был против поправок в Конституцию. Против Парада Победы выступает. Топит против путинской партии ЕР. Какой пост не открой - везде кокозиционность.,male,decent,moral,imperson
74,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,Кто помог одувану узнать о существовании маэстро ещё и в негативном свете? вроде взгляды на историю и происходящее чем то схожи.падазрительна,male,decent,moral,imperson
75,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,Варламов классный,male,decent,moral,imperson
76,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,"Если и варламов кремлебот , то я даже не знаю))",male,decent,immoral,imperson
77,https://vk.com/degradination?w=wall-39439883_4013516,В мире животных,"Вот это панчи 
Он бы и окси разъебал",male,obscene,moral,imperson
78,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.",Там еще о признании девочки говорится. А что если дитё не врет? 🤔,male,decent,moral,imperson
79,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.",Сюр какой-то блять. Больше нечего сказать даже.,male,obscene,moral,imperson
80,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.","Жена может врать, кстати, потому что сообразила, что муж сейчас присядет.

С судебной системой надо что-то делать? Однозначно! Достаточно вспомнить 1,5 годовалую девочку из Татарстана, отец которой ей порвал всё внутри и его отпустили, потому что он заявил, что делал это из-за злости на жену.",female,decent,moral,imperson
81,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.",Зато нобелевский Набоков - великий писатель и совесть русской интеллигенции .,male,decent,moral,imperson
82,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.",А если девочка реально не врет...,male,decent,moral,imperson
83,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.","ну если ребенок обвинил, то значит в семье явно что-то не так было и думаю дело будут дальше расследовать",male,decent,moral,imperson
84,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.","Вспомнилась история как мама с отчимом накатали заяву на парня своей дочери то ли за изнасилование, то ли растление несовершеннолетних, и того посадили, а дочь в отместку через некоторое время оговорила и посадила отчима за то же самое.. потом, конечно, пыталась его оправдать, но, разумеется, тщетно.. подобные ебанутые не понимают, что если шестерёнки закрутились, то их уже не остановить, ведь если выясняется, что это была клевета и человек сидит ни за что, то это значит, что следак и судья отработали плохо, испортили статистику, и им атата и никакого карьерного роста и прочих плюшек.. увы, обратного хода у всей этой хуйни почти никогда не бывает",male,obscene,moral,imperson
85,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.","А хуле, по ходу 39-летняя Елена поняла, что кормить неродную дочь теперь ей одной придется, и ёрзать начала.",male,obscene,moral,imperson
86,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.","В современном вагиноцентричном матриархальном мире, мужчина может сесть по любому, даже самому дикому наговору, не только в России...",male,decent,moral,imperson
87,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.","Не только к системе вопросы.Но и к этим затейникам тоже.Чем они блять думают?Какие последствия их ждут?Пусть потом не ноют ,что им угрожают и хотят их убить.",male,obscene,moral,imperson
88,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.",https://vk.com/lentach?w=wall-29534144_13929490,male,decent,moral,imperson
89,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.",А чё по тому делу где по рисунку кота без хвоста мужику дали 12 лет,male,decent,moral,imperson
90,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.",Ну ситуация может быть такой что растление имело место. И жена в курсе. Шантажировала мужа тем что расскажет правду. Вот и результат. Непростая может быть ситуация...,male,decent,moral,imperson
91,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.","Такая хуйня, что характерно, она по всему миру, не только в России — в том числе и в развитых западных странах.
Вернее даже, в первую очередь в развитых западных странах — откуда эта ""прогрессивная повестка"" и ""гуманный суд"" и до наших барнаулов дошли.
И к сожалению, с этим уже никакие юристы вообще ничего и никогда не смогут сделать — для этого нужно всё современное устоявшееся за многие последние десятилетия мироустройство и его ценности пересматривать, ломать, заново перекраивать и перестраивать — но кто сейчас на это пойдёт?
Это глубоко укоренившаяся глобальная системная проблема, на самом глубинном уровне.",male,obscene,moral,imperson
92,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.",У Шурыгиной появились последователи,male,decent,moral,imperson
93,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.","Зато нынешнее поколение парней триста раз подумает, прежде чем лезть в непроверенные трусы без явных признаков одобрения происходящего. На западе мужики вообще шуганые, осторожные, что неплохо. Всюду надо сначала голову использовать, а потом уже другие органы.",female,decent,moral,imperson
94,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.","А если мама заявит что папа искупал годовалую дочку, а потом этот “извращенец” перепеленал её, это считается растлением? Ведь он трогает мочалкой тело ребёнка, а пеленание ребёнка это вообще сплошное «извращение» 🤔",male,decent,immoral,imperson
95,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.","Не поняла, а что мед. экспертизу не делали, по которой можно сказать, был ли вообще сексуальный контакт или нет? Это и поставило бы всё на свои места",female,decent,moral,imperson
96,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.","Лишний раз убеждаюсь, что от ебучих детей нужно держаться в километре, пусть их там хоть маньяки бензопилой половинят. Ну его нахуй, чревато",male,obscene,immoral,imperson
97,https://vk.com/degradination?w=wall-39439883_4013360,"Это уже даже не смешно, с судебной системой надо что-то делать. То тренера сажают, что сидел рядом с девочкой в фойе спортзала и на камерах видно, что он просто заполняет свой журнал с посетителями, что сейчас.",Ебучие судьи и вся эта контора,male,obscene,immoral,imperson
98,https://vk.com/degradination?w=wall-39439883_4013187,"Как русские Прибалтику оккупировали 
 
60 лет русские в Прибалтике строили заводы, школы и университеты, а потом нам сказали «Уходи». Теперь вместо процветающего края, где производили микроэлектронику, автомобильный транспорт, где работали судостроительные верфи, место, которое было центром всесоюзной международной торговли, Литва, Латвия и Эстония превратились в отсталую вымирающую периферию Европейского Союза. Вместо технологичных предприятий шпротные заводы, вместо микроэлектроники производство мигрантов для ЕС и России, вместо рабочих мест безработица и нищета. Но прибалтийские политики, несмотря на вымирающее население, деградацию национального производства, высокую смертность, продолжают рассказывать местному населению байки про советскую оккупацию. Типа все беды в стране не от дурной политики, а из-за происков России и СССР. 
 
Ну так давайте же разберемся, чем на самом деле была Советская оккупация и как в ней оказались гордые Европейские прибалты.",Просто оставлю это здесь,male,decent,moral,imperson
99,https://vk.com/degradination?w=wall-39439883_4013187,"Как русские Прибалтику оккупировали 
 
60 лет русские в Прибалтике строили заводы, школы и университеты, а потом нам сказали «Уходи». Теперь вместо процветающего края, где производили микроэлектронику, автомобильный транспорт, где работали судостроительные верфи, место, которое было центром всесоюзной международной торговли, Литва, Латвия и Эстония превратились в отсталую вымирающую периферию Европейского Союза. Вместо технологичных предприятий шпротные заводы, вместо микроэлектроники производство мигрантов для ЕС и России, вместо рабочих мест безработица и нищета. Но прибалтийские политики, несмотря на вымирающее население, деградацию национального производства, высокую смертность, продолжают рассказывать местному населению байки про советскую оккупацию. Типа все беды в стране не от дурной политики, а из-за происков России и СССР. 
 
Ну так давайте же разберемся, чем на самом деле была Советская оккупация и как в ней оказались гордые Европейские прибалты.","ВВП на душу населния: Латвия $18031, Литва $19143, Эстония $22989, Россия $11326. И в какой стране ничего не производится? (Если вы приготовились приплести паритет покупательной способности, по ним все прибалтийские страны тоже выше) Можно мне, пожалуйста, вымирать как Эстония?",male,decent,moral,imperson
100,https://vk.com/degradination?w=wall-39439883_4013187,"Как русские Прибалтику оккупировали 
 
60 лет русские в Прибалтике строили заводы, школы и университеты, а потом нам сказали «Уходи». Теперь вместо процветающего края, где производили микроэлектронику, автомобильный транспорт, где работали судостроительные верфи, место, которое было центром всесоюзной международной торговли, Литва, Латвия и Эстония превратились в отсталую вымирающую периферию Европейского Союза. Вместо технологичных предприятий шпротные заводы, вместо микроэлектроники производство мигрантов для ЕС и России, вместо рабочих мест безработица и нищета. Но прибалтийские политики, несмотря на вымирающее население, деградацию национального производства, высокую смертность, продолжают рассказывать местному населению байки про советскую оккупацию. Типа все беды в стране не от дурной политики, а из-за происков России и СССР. 
 
Ну так давайте же разберемся, чем на самом деле была Советская оккупация и как в ней оказались гордые Европейские прибалты.","Деградач теперь гоблиначем заделался? 

Все это, разумеется, реклама",male,decent,moral,imperson
